122	5	5	42
123	1	6	43
123	2	6	43
123	3	6	43
123	4	6	43
123	5	6	43
123	6	6	43
124	1	4	44
124	2	4	44
124	3	4	44
124	4	4	44
131	1	6	45
131	2	6	45
131	3	6	45
131	4	6	45
131	5	6	45
131	6	6	45
137	1	3	46
137	2	3	46
137	3	3	46
138	1	5	47
138	2	5	47
138	3	5	47
138	4	5	47
138	5	5	47
139	1	1	48
140	1	2	49
140	2	2	49
142	1	7	50
142	2	7	50
142	3	7	50
142	4	7	50
142	5	7	50
142	6	7	50
142	7	7	50
144	1	4	51
144	2	4	51
144	3	4	51
144	4	4	51
149	1	4	52
149	2	4	52
149	3	4	52
149	4	4	52
152	1	3	53
152	2	3	53
152	3	3	53
157	1	8	54
157	2	8	54
157	3	8	54
157	4	8	54
157	5	8	54
157	6	8	54
157	7	8	54
157	8	8	54
158	1	4	55
158	2	4	55
158	3	4	55
158	4	4	55
159	1	9	56
159	2	9	56
159	3	9	56
159	4	9	56
159	5	9	56
159	6	9	56
159	7	9	56
159	8	9	56
159	9	9	56
164	1	5	57
164	2	5	57
164	3	5	57
164	4	5	57
164	5	5	57
167	1	3	58
167	2	3	58
167	3	3	58
170	1	5	59
170	2	5	59
170	3	5	59
170	4	5	59
170	5	5	59
175	1	5	60
175	2	5	60
175	3	5	60
175	4	5	60
175	5	5	60
178	1	3	61
178	2	3	61
178	3	3	61
182	1	9	62
182	2	9	62
182	3	9	62
182	4	9	62
182	5	9	62
182	6	9	62
182	7	9	62
182	8	9	62
182	9	9	62
194	1	3	63
194	2	3	63
194	3	3	63
197	1	2	64
197	2	2	64
200	1	3	65
200	2	3	65
200	3	3	65
206	1	4	66
206	2	4	66
206	3	4	66
206	4	4	66
207	1	5	67
207	2	5	67
207	3	5	67
207	4	5	67
207	5	5	67
211	1	1	68
214	1	10	69
214	2	10	69
214	3	10	69
214	4	10	69
214	5	10	69
214	6	10	69
214	7	10	69
214	8	10	69
214	9	10	69
214	10	10	69
216	1	2	70
216	2	2	70
218	1	5	71
218	2	5	71
218	3	5	71
218	4	5	71
218	5	5	71
219	1	1	72
220	1	5	73
220	2	5	73
220	3	5	73
220	4	5	73
220	5	5	73
226	1	4	74
226	2	4	74
226	3	4	74
226	4	4	74
228	1	5	75
228	2	5	75
228	3	5	75
228	4	5	75
228	5	5	75
232	1	8	76
232	2	8	76
232	3	8	76
232	4	8	76
232	5	8	76
232	6	8	76
232	7	8	76
232	8	8	76
234	1	4	77
234	2	4	77
234	3	4	77
234	4	4	77
236	1	6	78
236	2	6	78
236	3	6	78
236	4	6	78
236	5	6	78
236	6	6	78
241	1	7	79
241	2	7	79
241	3	7	79
241	4	7	79
241	5	7	79
241	6	7	79
241	7	7	79
242	1	1	80
243	1	1	81
245	1	5	82
245	2	5	82
245	3	5	82
245	4	5	82
245	5	5	82
248	1	2	83
248	2	2	83
251	1	1	84
252	1	6	85
252	2	6	85
252	3	6	85
252	4	6	85
252	5	6	85
252	6	6	85
253	1	3	86
253	2	3	86
253	3	3	86
254	1	4	87
254	2	4	87
254	3	4	87
254	4	4	87
255	1	6	88
255	2	6	88
255	3	6	88
255	4	6	88
255	5	6	88
255	6	6	88
269	1	10	89
269	2	10	89
269	3	10	89
269	4	10	89
269	5	10	89
269	6	10	89
269	7	10	89
269	8	10	89
269	9	10	89
269	10	10	89
270	1	4	90
270	2	4	90
270	3	4	90
270	4	4	90
271	1	10	91
271	2	10	91
271	3	10	91
271	4	10	91
271	5	10	91
271	6	10	91
271	7	10	91
271	8	10	91
271	9	10	91
271	10	10	91
279	1	4	92
279	2	4	92
279	3	4	92
279	4	4	92
280	1	4	93
280	2	4	93
280	3	4	93
280	4	4	93
283	1	5	94
283	2	5	94
283	3	5	94
283	4	5	94
283	5	5	94
285	1	3	95
285	2	3	95
285	3	3	95
286	1	10	96
286	2	10	96
286	3	10	96
286	4	10	96
286	5	10	96
286	6	10	96
286	7	10	96
286	8	10	96
286	9	10	96
286	10	10	96
291	1	7	97
291	2	7	97
291	3	7	97
291	4	7	97
291	5	7	97
291	6	7	97
291	7	7	97
294	1	7	98
294	2	7	98
294	3	7	98
294	4	7	98
294	5	7	98
294	6	7	98
294	7	7	98
296	1	6	99
296	2	6	99
296	3	6	99
296	4	6	99
296	5	6	99
296	6	6	99
299	1	7	100
299	2	7	100
299	3	7	100
299	4	7	100
299	5	7	100
299	6	7	100
299	7	7	100
